0,34.69387755
0.097674419,33.67346939
0.209302326,32.55102041
0.306976744,31.93877551
0.404651163,31.53061224
0.502325581,31.2244898
0.6,31.02040816
0.711627907,30.81632653
0.809302326,30.71428571
0.906976744,30.71428571
1.018604651,30.71428571
1.11627907,30.6122449
1.213953488,30.6122449
1.311627907,30.51020408
1.423255814,30.51020408
1.520930233,30.51020408
1.63255814,30.51020408
1.730232558,30.40816327
1.827906977,30.40816327
1.925581395,30.40816327
2.037209302,30.40816327
2.120930233,30.40816327
2.218604651,30.40816327
2.330232558,30.51020408
2.427906977,30.51020408
2.525581395,30.51020408
2.637209302,30.40816327
2.734883721,30.40816327
2.83255814,30.40816327
2.930232558,30.20408163
3.041860465,30.10204082
3.139534884,30
3.237209302,29.89795918
3.334883721,29.79591837
3.446511628,29.59183673
3.530232558,29.48979592
3.655813953,29.28571429
3.753488372,29.18367347
3.851162791,28.97959184
3.948837209,28.87755102
4.060465116,28.57142857
4.158139535,28.36734694
4.255813953,28.36734694
4.36744186,28.06122449
4.465116279,27.85714286
4.562790698,27.65306122
4.660465116,27.44897959
4.772093023,27.04081633
4.869767442,26.73469388
4.981395349,26.63265306
5.065116279,26.32653061
5.162790698,25.91836735
5.260465116,25.51020408
5.372093023,25.20408163
5.469767442,24.79591837
5.581395349,24.48979592
5.679069767,24.18367347
5.776744186,23.7755102
5.874418605,23.46938776
5.972093023,23.16326531
6.069767442,22.85714286
6.16744186,22.55102041
6.279069767,22.24489796
6.362790698,22.04081633
50,3.571428571